ratio coil 1,ratio coil 2,ratio coil 3
-1.0,-0.33333333333333337,1.0
-1.0,0.33333333333333326,1.0
-1.0,1.0,-0.33333333333333337
-1.0,1.0,0.33333333333333326
-0.33333333333333337,-1.0,1.0
-0.33333333333333337,-0.33333333333333337,1.0
-0.33333333333333337,0.33333333333333326,1.0
-0.33333333333333337,1.0,-1.0
-0.33333333333333337,1.0,-0.33333333333333337
-0.33333333333333337,1.0,0.33333333333333326
-0.33333333333333337,1.0,1.0
0.33333333333333326,-1.0,1.0
0.33333333333333326,-0.33333333333333337,1.0
0.33333333333333326,0.33333333333333326,1.0
0.33333333333333326,1.0,-1.0
0.33333333333333326,1.0,-0.33333333333333337
0.33333333333333326,1.0,0.33333333333333326
0.33333333333333326,1.0,1.0
1.0,-1.0,-1.0
1.0,-1.0,-0.33333333333333337
1.0,-1.0,0.33333333333333326
1.0,-1.0,1.0
1.0,-0.33333333333333337,-1.0
1.0,-0.33333333333333337,-0.33333333333333337
1.0,-0.33333333333333337,0.33333333333333326
1.0,-0.33333333333333337,1.0
1.0,0.33333333333333326,-1.0
1.0,0.33333333333333326,-0.33333333333333337
1.0,0.33333333333333326,0.33333333333333326
1.0,0.33333333333333326,1.0
1.0,1.0,-1.0
1.0,1.0,-0.33333333333333337
1.0,1.0,0.33333333333333326
1.0,1.0,1.0
